Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Resumed from /workspace/curriculum_p1.zip
---------------------------------
| rollout/           |          |
|    entropy_loss         | -2.67       |
|    explained_variance   | -0.000379   |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0443     |
|    n_updates            | 2790        |
|    policy_gradient_loss | -0.00108    |
|    std                  | 0.917       |
|    value_loss           | 0.00251     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 110          |
|    ep_rew_mean          | 0.494        |
| time/                   |              |
|    fps                  | 95           |
|    iterations           | 46           |
|    time_elapsed         | 123          |
|    total_timesteps      | 71936        |
| train/                  |              |
|    approx_kl            | 0.0064675147 |
|    clip_fraction        | 0.0441       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.67        |
|    explained_variance   | -0.0118      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0435      |
|    n_updates            | 2800         |
|    policy_gradient_loss | -0.00453     |
|    std                  | 0.92         |
|    value_loss           | 0.00262      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 110         |
|    ep_rew_mean          | 0.495       |
| time/                   |             |
|    fps                  | 95          |
|    iterations           | 47          |
|    time_elapsed         | 126         |
|    total_timesteps      | 72192       |
| train/                  |             |
|    approx_kl            | 0.003946538 |
|    clip_fraction        | 0.0297      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.67       |
|    explained_variance   | -0.00524    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0172     |
|    n_updates            | 2810        |
|    policy_gradient_loss | -0.00273    |
|    std                  | 0.921       |
|    value_loss           | 0.0024      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 112         |
|    ep_rew_mean          | 0.28        |
| time/                   |             |
|    fps                  | 95          |
|    iterations           | 48          |
|    time_elapsed         | 129         |
|    total_timesteps      | 72448       |
| train/                  |             |
|    approx_kl            | 0.005080834 |
|    clip_fraction        | 0.0508      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.67       |
|    explained_variance   | 0.00539     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.025      |
|    n_updates            | 2820        |
|    policy_gradient_loss | -0.00516    |
|    std                  | 0.921       |
|    value_loss           | 0.00273     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 112         |
|    ep_rew_mean          | 0.279       |
| time/                   |             |
|    fps                  | 95          |
|    iterations           | 49          |
|    time_elapsed         | 131         |
|    total_timesteps      | 72704       |
| train/                  |             |
|    approx_kl            | 0.005589647 |
|    clip_fraction        | 0.0746      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.67       |
|    explained_variance   | -0.00062    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0127     |
|    n_updates            | 2830        |
|    policy_gradient_loss | -0.00753    |
|    std                  | 0.916       |
